en_name,ch_name,url,ranking,area,tofel,ielts,gmat,gre,tofel_sub,ielts_sub,gmat_sub,gre_sub,curriculum,area_1,area_ranking,entrance_time,project_length,tuition,region
MPhil in Environmental Policy,剑桥大学环境政策哲学硕士,/majr_50002,QS排名：2,社科 公共政策与事务,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"研究方法, 论文、研究设计与结构, 国际环境法, 环境经济学, 环境价值观, 能源与气候变化, 农村环境：产权、规划与政策, 经济发展与土地利用政策  , 气候变化政策与土地开发",公共政策与事务,3,10月,1年,30339英镑/年,Britain
MPhil in Real Estate Finance,剑桥大学房地产金融哲学硕士,/majr_50004,QS排名：2,商科 房地产,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"研究方法, 论文、研究设计与结构, 公司金融与房地产, 房地产金融与投资, 房地产证券、资产证券化与投资, 土地使用与金融法律议题, 宏观经济学与住房研究, 房地产开发",房地产,2,9月,1年,35517英镑/年,Britain
MPhil in Public Policy,剑桥大学公共政策哲学硕士,/majr_50016,QS排名：2,社科 公共政策与事务,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"政策分析, 公共政策方法, 政治与政策, 科学、证据与政策, 公共政策经济学, 政策案例：政策科学, 政策写作, 简报, 谈判, 公共生活伦理",公共政策与事务,3,10月,1年,37200英镑/年,Britain
"MPhil in Industrial Systems, Manufacture, and Management",剑桥大学工业系统、制造和管理哲学硕士,/majr_66861,QS排名：2,工科 工业工程,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"工业系统、制造和管理概论, 制造工艺, 运营与供应链管理, 数据和建模, 新业务开发, 研究方法, 创新与知识产权, 技术管理",工业工程,3,10月,1年,41412英镑/年,Britain
"MPhil in Innovation, Strategy and Organisation",剑桥大学创新、战略与组织哲学硕士,/majr_66862,QS排名：2,商科 创业与创新,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"信息系统、创新与组织变革, 定性研究方法, 组织与战略创新, 组织理论, 计量经济学I, 管理研究人员的统计概念, 战略内容研讨会, 组织研究方法I&II, 组织行为学, 营销策略, 大挑战时代的田野研究, 竞争市场基础, 运营与技术管理研究导论",创业与创新,3,10月,1年,34989英镑/年,Britain
MPhil in Energy Technologies,剑桥大学能源技术哲学硕士,/majr_50012,QS排名：2,工科 能源,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"能源议题, 基础复习, 清洁矿物燃料技术, 可再生能源：风能、潮汐能和水力, 可再生能源：太阳能和生物团能量, 能源系统和效率, 计算流体理学, 涡轮机械, 空气动力学, 分子热力学, 流动不稳定性, 涡动力学和湍流, 燃烧与集成电路发动机, 空气声学, 太阳能电池：发电和配电",能源,2,10月,1年,34989英镑/年,Britain
Master of Business Administration (MBA),剑桥大学工商管理硕士,/majr_66826,QS排名：2,商科 工商管理,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"创业, 管理科学, 公司财务, 财务报告与分析, 微观经济学, 组织行为与领导力, 组织与市场：设计与激励, 管理实践I, 剑桥创业项目, 战略, 营销, 公司治理：组织, 数字商务, 管理实践II, 宏观经济学",工商管理,2,9月,1年,64000英镑/年,Britain
MPhil in Nuclear Energy,剑桥大学核能哲学硕士,/majr_66868,QS排名：2,工科 能源,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"反应堆物理学, 反应堆工程与热工水力学, 材料, 燃料循环、废物和退役, 核安全原则与实践, 核技术政策, 核实践, 计算反应堆模型, 先进的裂变和聚变反应堆系统",能源,2,10月,1年,34989英镑/年,Britain
MPhil in Polar Studies (Scott Polar Research Institute),剑桥大学极地研究（斯科特极地研究所）哲学硕士,/majr_66829,QS排名：2,工科 地球科学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"我们星球的社会和文化两极, 有人居住的两极, 后殖民的两极, 第三极, 技术、基础设施：政治和情感魅力, 气候变化、环境保护与公共政策话语, 极地科学民族志, 消费两极：边缘旅游, 南极冰架的质量平衡和稳定性, 过去的冰川活动-在冰川海洋沉积物中的记录, 快速流动的冰川和冰流动力学, 模拟冰川和冰原的流动, 遥感概论, 雷达遥感, 光学遥感",地球科学,2,10月,1年,30339英镑/年,Britain
MASt in Earth Sciences,剑桥大学地球科学高级研究硕士,/majr_66850,QS排名：2,工科 地球科学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"大陆构造与山脉, 固体地球挥发性循环, 火山学：物理机制和岩石学过程, 行星化学与演化, 岩浆动力学, 矿物与功能材料的磁弹性耦合, 地球和行星物质的磁性, 电子显微镜, 核材料, 羊膜古生物学, 自然灾害, 冰核科学前沿, 地球历史, 同位素地球化学, 计算地球科学",地球科学,2,10月,1年,32214英镑/年,Britain
MPhil in Population Health Sciences,剑桥大学人口健康科学哲学硕士,/majr_66870,QS排名：2,社科 公共卫生,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"生物统计学原理, 健康数据科学统计, 流行病学原理, 应用数据分析, 公共健康原则, 研究技能, 流行病学, 全球健康, 健康数据科学（HDS）, 传染病, 初级保健研究, 公共卫生",公共卫生,1,10月,1年,34035英镑/年,Britain
"MPhil in Health, Medicine and Society",剑桥大学健康、医学和社会哲学硕士,/majr_62023,QS排名：2,社科 医学,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"医学史, 医学哲学与伦理学, 医学社会学, 医学人类学, 医学史：公共与环境健康, 医学史：生殖, 医学哲学与伦理学：健康正义与不平等, 医学哲学与伦理学：医学认识论, 医学社会学：生物医学的民族志, 医学社会学：性、性别与身体, 医学人类学：人类学与流行病, 医学人类学：全球健康",医学,1,10月,1年,32859英镑/年,Britain
MPhil in Genomic Medicine,剑桥大学基因组医学哲学硕士,/majr_66827,QS排名：2,社科 医学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"人类遗传学和基因组学导论, 组学技术及其在基因组医学中的应用, 基因组医学的核心研究和统计技能, 常见病和罕见病的基因组学, 肿瘤分子病理学及其在肿瘤诊断、筛选和治疗中的应用, 基因组学在传染病研究中的应用, 药物遗传学与分层保健, 基因组分析中的生物信息学、解释和数据质量保证, 应用基因组学（ELSI）的伦理、法律和社会意义, 基因组学咨询技巧, 专业和研究技能, 高级生物信息学-从基因组到系统, 表观遗传学和表观基因组学, 基于工作场所的模块",医学,1,10月,1年,41460英镑/年,Britain
MPhil in Therapeutic Sciences,剑桥大学治疗科学哲学硕士,/majr_66831,QS排名：2,社科 医学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"21世纪的医疗挑战和未来形成因素, 药物发现、设计、生产、安全和特性, 新方法和先进疗法, 治疗学发展的临床方面, 设备、诊断和融合技术, 监管、法律、沟通和政策问题, 商业、创业和领导力培训",医学,1,10月,1年,32901英镑/年,Britain
MPhil in Medical Science (MRC Cognition and Brain Sciences Unit),剑桥大学医学哲学硕士（MRC认知与脑科学单元）,/majr_66890,QS排名：2,社科 医学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,,医学,1,10月,1年,35673英镑/年,Britain
"MPhil in Anglo-Saxon, Norse and Celtic",剑桥大学盎格鲁撒克逊语、挪威语和凯尔特语哲学硕士,/majr_66835,QS排名：2,社科 语言,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"征服前的英国, 北欧海盗时代史, 从四世纪到十二世纪讲布里顿语的民族, 从四世纪到十二世纪讲盖尔语的民族, 古英语语言文学, 古挪威语言文学, 中世纪威尔士语言文学, 中世纪爱尔兰语言文学, 孤立的拉丁语言和文学, 古文字学, 日耳曼文字学, 凯尔特文字学, 考据学",语言,2,10月,1年,30339英镑/年,Britain
MPhil in Asian and Middle Eastern Studies (Hebrew and Semitic Studies),剑桥大学亚洲和中东研究（希伯来语和闪米特语研究）哲学硕士,/majr_66841,QS排名：2,社科 语言,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"中东研究广泛领域概述, 中东研究理论与方法, 高级文学阿拉伯语,  高级文学波斯语, 高级文学希伯来语, 前现代中东历史:后帖木儿时代:从帖木儿到卡贾尔的波斯世界, 现代中东历史:当代中东的政治和文化, 前现代中东专题:伊斯兰艺术与建筑:路线、根源与新边疆, 当代中东专题:以色列:一种文化的发明, 比较闪米特语语言学, 中东及其他地区的经济/文化, 开罗藏经库:古文献学和书法学, 穆斯林与犹太人关系:基础, 穆斯林与犹太人关系:专题, 论文",语言,2,10月,1年,30339英镑/年,Britain
MPhil in Theoretical and Applied Linguistics by Advanced Study,剑桥大学理论与应用语言学高级研究哲学硕士,/majr_66876,QS排名：2,社科 语言,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"语音学, 语音理论, 形态学, 语法, 语义学与语用学, 历史语言学, 语言思想史, 英语史, 法语史, 第一语言和第二语言习得, 语言加工与学习心理学, 语言类型学, 计算语言学",语言,2,10月,1年,30339英镑/年,Britain
MPhil in English Studies,剑桥大学英语研究哲学硕士,/majr_67779,QS排名：2,社科 语言,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"研究框架研讨会, 专家研讨会, 研究培训, 文本与相关研究课程, 论文",语言,2,10月,1年,30339英镑/年,Britain
MPhil in Digital Humanities,剑桥大学数字人文哲学硕士,/majr_67778,QS排名：2,社科 传播,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"方法与方向, 关键技术实践, 全球数字人文, 远距离阅读, 数字化的物质性, 视觉文化, 数字媒体形式",传播,2,10月,1年,30339英镑/年,Britain
MPhil in Bioscience Enterprise,剑桥大学生物科技企业哲学硕士,/majr_50001,QS排名：2,理科 生物,107,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"疾病治疗, 药物发现, 诊断和设备, 农业生物技术学, 医疗保健经济学, 法律和知识产权, 技术和创新管理, 公司分析, 高新技术企业创立, 案例研究和企业访问, 策划商业活动",生物,2,10月,1年,34989英镑/年,Britain
MPhil in Conservation Leadership,剑桥大学保护领导力哲学硕士,/majr_50009,QS排名：2,理科 生物,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"生物多样性保护领导力问题与实践, 生物多样性保护企业, 生物多样性保护管理, 生物多样性保护交流, 生物多样性保护治理, 生物多样性保护领导力创新, 专业实习",生物,2,10月,1年,33831英镑/年,Britain
MPhil in Social Anthropology,剑桥大学社会人类学哲学硕士,/majr_50017,QS排名：2,社科 其他社科,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"生产与再生产, 权力与知识体系, 社会人类学与博物馆, 医学人类学, 媒介人类学与视觉文化, 城市与空间人类学, 性别、亲属关系与关怀, 人类学理论与方法",其他社科,2,10月,1年,35517英镑/年,Britain
MPhil in Computational Biology,剑桥大学计算生物学哲学硕士,/majr_50020,QS排名：2,理科 生物,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"分子生物学, 生物信息学, R语言科学编程, 基因组学, 系统生物学, 网络生物学",生物,2,10月,1年,33831英镑/年,Britain
MPhil in Biotechnology,剑桥大学生物技术哲学硕士,/majr_61318,QS排名：2,理科 生物,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"生物技术, 生物纳米技术, 国际商务, 技术管理, 医学物理学, 系统生物学",生物,2,10月,1年,34989英镑/年,Britain
MPhil in Scientific Computing,剑桥大学科学计算哲学硕士,/majr_62025,QS排名：2,理科 数学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"高性能计算, 数值分析, 计算方法与技术, 基于偏微分方程的连续方法, 原子模型",数学,1,10月,1年,33831英镑/年,Britain
MASt in Applied Mathematics,剑桥大学应用数学高级研究硕士,/majr_66822,QS排名：2,理科 数学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"代数学, 代数几何, 分析与偏微分方程式, 组合数学, 微分几何与拓扑学, 基础, 数论, 信息与金融, 概率论, 统计学, 应用与计算分析, 天体物理学, 连续介质力学, 数学生物学, 粒子物理与量子场",数学,1,10月,1年,23607英镑/年,Britain
MASt in Mathematical Statistics,剑桥大学数理统计高级研究硕士,/majr_66823,QS排名：2,理科 数学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"代数学, 代数几何, 分析与偏微分方程式, 组合数学, 微分几何与拓扑学, 基础, 数论, 信息与金融, 概率论, 统计学, 应用与计算分析, 天体物理学, 连续介质力学, 数学生物学, 粒子物理与量子场",数学,1,10月,1年,23607英镑/年,Britain
MASt in Pure Mathematics,剑桥大学纯数学高级研究硕士,/majr_66824,QS排名：2,理科 数学,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"代数学, 代数几何, 分析与偏微分方程式, 组合数学, 微分几何与拓扑学, 基础, 数论, 信息与金融, 概率论, 统计学, 应用与计算分析, 天体物理学, 连续介质力学, 数学生物学, 粒子物理与量子场",数学,1,10月,1年,23607英镑/年,Britain
MASt in Astrophysics,剑桥大学天体物理学高级研究硕士,/majr_66825,QS排名：2,理科 物理,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"地球作为行星的物理学, 宇宙学, 星系的形成, 太阳系外行星：大气和内部, 相对论天体物理学和宇宙学, 行星系统动力学, 粒子物理学, 广义相对论, 恒星的结构与演化, 量子场论, 宇宙结构的形成, 宇宙学中的场论, 天体物理流体动力学, 天体统计学, 黑洞",物理,1,10月,1年,32214英镑/年,Britain
MASt in Physics,剑桥大学物理学高级研究硕士,/majr_66828,QS排名：2,理科 物理,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:6.5 | W:7 | S:7 ,,,"高级量子凝聚态物理, 原子与光学物理学, 粒子物理学, 作为行星的地球物理学, 量子物质理论, 相对论天体物理学和宇宙学, 生物物理学, 量子场论, 量子信息论, 系外行星与行星系, 宇宙结构的形成, 规范场理论, 医学物理学, 物理学家创新与创业, 研究项目",物理,1,10月,1年,32214英镑/年,Britain
MPhil in Social Anthropological Research,剑桥大学社会人类学研究哲学硕士,/majr_66830,QS排名：2,社科 其他社科,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"研究方法 I & II, 比较环境, 从符号到索引再返回, 暴力人类学, 政治经济学, 护理人类学, 博物馆人类学, 支持，反对与无主权, 人类学与艺术",其他社科,1,10月,1年,35517英镑/年,Britain
MPhil in Anthropocene Studies,剑桥大学人类世研究哲学硕士,/majr_66836,QS排名：2,社科 其他社科,100,7,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"决定历史的人类世, 谁的人类世, 故事、神话和土著, 碳政治, 治理与责任创新, 气候工程, 灾害与归因, 活泼的资本, 新颖的生态系统和重新布线, 海岸设计, 城市性质, 人类世的好坏",其他社科,1,10月,1年,30339英镑/年,Britain
MPhil in Asian and Middle Eastern Studies (Classical Islamic History and Culture),剑桥大学亚洲和中东研究（古典伊斯兰历史和文化）哲学硕士,/majr_66839,QS排名：2,社科 其他社科,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"中东研究广泛领域概述, 中东研究理论与方法, 高级文学阿拉伯语, 高级文学波斯语, 高级文学希伯来语, 前现代中东历史:后帖木儿时代:从帖木儿到卡贾尔的波斯世界, 现代中东历史:当代中东的政治和文化, 前现代中东专题:伊斯兰艺术与建筑:路线、根源与新边疆, 当代中东专题:以色列:一种文化的发明, 比较闪米特语语言学, 中东及其他地区的经济/文化, 开罗藏经库:古文献学和书法学, 穆斯林与犹太人关系:基础, 穆斯林与犹太人关系:专题 , 论文",其他社科,1,10月,1年,30339英镑/年,Britain
MPhil in Asian and Middle Eastern Studies (Hebrew and Pre-Modern Jewish History and Culture),剑桥大学亚洲和中东研究（希伯来语和前现代犹太历史和文化）哲学硕士,/majr_66840,QS排名：2,社科 其他社科,110,7.5,,,L:25 | R:25 | W:25 | S:25 ,L:7 | R:7 | W:7 | S:7 ,,,"中东研究广泛领域概述, 中东研究理论与方法, 高级文学阿拉伯语, 高级文学波斯语, 高级文学希伯来语, 前现代中东历史:后帖木儿时代:从帖木儿到卡贾尔的波斯世界, 现代中东历史:当代中东的政治和文化, 前现代中东专题:伊斯兰艺术与建筑:路线、根源与新边疆, 当代中东专题:以色列:一种文化的发明, 比较闪米特语语言学, 中东及其他地区的经济/文化, 开罗藏经库:古文献学和书法学, 穆斯林与犹太人关系:基础, 穆斯林与犹太人关系:专题, 论文",其他社科,1,10月,1年,30339英镑/年,Britain
